id_sample;DNMT3B;EXO1;MCM10
TCGA-A2-A04X-01A;1.549024;1.9210919999999998;1.8419
TCGA-A2-A04Y-01A;1.737243;0.8868;1.200459
TCGA-A2-A0CK-01A;0.9822489999999999;1.316749;0.9000360000000001
TCGA-A2-A0CL-01A;4.057101;1.9603080000000002;2.468243
TCGA-A2-A0CM-01A;2.389189;2.9384189999999997;3.5484430000000002
TCGA-A2-A0CO-01A;0.9351229999999999;0.30079;0.438778
TCGA-A2-A0CP-01A;0.814972;0.293429;0.364043
TCGA-A2-A0CQ-01A;0.937051;1.324605;0.5964520000000001
TCGA-A2-A0CR-01A;0.5363020000000001;0.6227729999999999;0.519922
TCGA-A2-A0CS-01A;1.0220879999999999;0.994654;0.6096159999999999
TCGA-A2-A0CT-01A;1.1416600000000001;1.855314;1.641659
TCGA-A2-A0CU-01A;1.2492940000000001;1.280425;0.863642
TCGA-A2-A0CV-01A;0.708761;0.147175;0.11635799999999999
TCGA-A2-A0CW-01A;3.208933;2.70575;2.0964110000000002
TCGA-A2-A0CX-01A;3.1583189999999997;3.251316;1.955165
TCGA-A2-A0CY-01A;1.751305;1.966596;1.266399
TCGA-A2-A0CZ-01A;0.75937;0.327928;0.328827
TCGA-A2-A0D0-01A;3.160571;3.8511230000000003;2.984883
TCGA-A2-A0D1-01A;3.8724260000000004;2.1998759999999997;2.04219
TCGA-A2-A0D2-01A;2.620767;4.12095;3.6390480000000003
TCGA-A2-A0D3-01A;0.7536229999999999;0.6226970000000001;0.222571
TCGA-A2-A0D4-01A;1.140144;2.4956169999999998;1.8977830000000002
TCGA-A2-A0EM-01A;0.649195;1.627061;1.1141020000000001
TCGA-A2-A0EN-01A;0.8369690000000001;0.8997350000000001;0.5336489999999999
TCGA-A2-A0EO-01A;0.800513;0.9683129999999999;0.648246
TCGA-A2-A0EP-01A;1.040535;1.003315;0.890785
TCGA-A2-A0EQ-01A;2.7960700000000003;2.715084;2.447901
TCGA-A2-A0ER-01A;0.8670549999999999;1.762675;1.553868
TCGA-A2-A0ES-01A;0.763038;0.7158899999999999;0.6617430000000001
TCGA-A2-A0ET-01A;0.666663;1.54108;0.9700780000000001
TCGA-A2-A0EU-01A;1.2963200000000001;1.7032880000000001;1.556967
TCGA-A2-A0EV-01A;0.874426;2.05593;1.6729509999999999
TCGA-A2-A0EW-01A;0.8789459999999999;0.7492479999999999;0.69677
TCGA-A2-A0EX-01A;0.708847;0.5209630000000001;0.43400900000000003
TCGA-A2-A0EY-01A;2.400432;1.7797630000000002;1.5767930000000001
TCGA-A2-A0ST-01A;1.097954;2.54719;2.335089
TCGA-A2-A0SU-01A;0.792813;1.546417;1.127897
TCGA-A2-A0SV-01A;1.297936;3.0506759999999997;2.141228
TCGA-A2-A0SW-01A;2.034392;2.558078;2.321926
TCGA-A2-A0SX-01A;1.234639;2.898475;1.7276349999999998
TCGA-A2-A0SY-01A;0.778187;1.388301;0.8419030000000001
TCGA-A2-A0T0-01A;2.550351;3.6792629999999997;3.599335
TCGA-A2-A0T1-01A;2.092532;1.835323;1.693868
TCGA-A2-A0T2-01A;1.600949;0.931293;1.601785
TCGA-A2-A0T3-01A;1.601173;2.944745;2.789284
TCGA-A2-A0T4-01A;1.115725;2.633233;1.608017
TCGA-A2-A0T5-01A;0.917737;2.3544169999999998;1.4091049999999998
TCGA-A2-A0T6-01A;0.885231;0.537474;0.34775300000000003
TCGA-A2-A0T7-01A;1.591821;1.7150590000000001;1.326217
TCGA-A2-A0YC-01A;0.7091149999999999;1.62273;0.9064530000000001
TCGA-A2-A0YD-01A;1.159748;1.207265;0.756161
TCGA-A2-A0YE-01A;2.171934;2.8163709999999997;2.56523
TCGA-A2-A0YF-01A;0.74824;1.062643;1.407567
TCGA-A2-A0YG-01A;2.713078;2.500616;3.087501
TCGA-A2-A0YH-01A;1.6644619999999999;2.354478;2.050159
TCGA-A2-A0YI-01A;0.6340600000000001;0.587432;0.441957
TCGA-A2-A0YJ-01A;1.978379;2.578757;2.745388
TCGA-A2-A0YK-01A;1.204175;1.257234;0.8457469999999999
TCGA-A2-A0YL-01A;1.1724700000000001;1.9568169999999998;1.188146
TCGA-A2-A0YM-01A;2.067854;3.1412560000000003;3.017605
TCGA-A2-A1FV-01A;0.947458;0.919474;0.885717
TCGA-A2-A1FW-01A;2.075382;1.9092689999999999;1.79752
TCGA-A2-A1FX-01A;1.692074;2.0520490000000002;2.1602930000000002
TCGA-A2-A1FZ-01A;1.172002;1.515474;0.8942049999999999
TCGA-A2-A1G0-01A;0.893164;0.504139;0.46395600000000004
TCGA-A2-A1G1-01A;1.7316;3.019431;2.764887
TCGA-A2-A1G4-01A;0.811361;2.048262;2.132428
TCGA-A2-A1G6-01A;0.748061;0.26093;0.154279
TCGA-A2-A259-01A;0.71845;0.8281459999999999;0.73041
TCGA-A2-A25A-01A;1.180402;1.2943129999999998;0.9758319999999999
TCGA-A2-A25B-01A;1.6192959999999998;3.497553;2.713702
TCGA-A2-A25C-01A;1.637721;2.74326;2.2037869999999997
TCGA-A2-A25D-01A;1.1644700000000001;2.015803;1.323292
TCGA-A2-A25E-01A;1.291274;2.3786560000000003;2.083967
TCGA-A2-A25F-01A;1.849721;2.593829;2.204414
TCGA-A2-A3KC-01A;2.335128;1.782044;1.257673
TCGA-A2-A3KD-01A;0.9495239999999999;1.7446380000000001;1.009085
TCGA-A2-A3XS-01A;3.083557;1.9130880000000001;2.373621
TCGA-A2-A3XT-01A;1.899989;3.7465410000000006;2.889526
TCGA-A2-A3XU-01A;0.8360549999999999;2.6922610000000002;1.738025
TCGA-A2-A3XV-01A;0.938376;1.5233139999999998;0.861977
TCGA-A2-A3XW-01A;1.264829;0.737039;0.528922
TCGA-A2-A3XX-01A;3.713395;3.363311;2.469503
TCGA-A2-A3XY-01A;2.338246;2.145702;2.5106490000000004
TCGA-A2-A3XZ-01A;1.055957;2.17325;1.854755
TCGA-A2-A3Y0-01A;2.974006;2.452762;2.8928380000000002
TCGA-A2-A4RW-01A;3.125055;1.441532;1.237466
TCGA-A2-A4RX-01A;1.4022299999999999;1.765455;1.182656
TCGA-A2-A4RY-01A;1.237411;0.719322;0.562461
TCGA-A2-A4S0-01A;0.7987270000000001;0.322662;0.262751
TCGA-A2-A4S1-01A;0.34331;0.8580709999999999;0.44661999999999996
TCGA-A2-A4S2-01A;1.012207;1.079227;0.714176
TCGA-A2-A4S3-01A;2.692796;2.911553;2.360373
TCGA-A7-A0CE-01A;0.7870739999999999;3.5400080000000003;2.6362080000000003
TCGA-A7-A0CE-11A;0.921035;0.544701;0.431036
TCGA-A7-A0CG-01A;0.961708;2.283568;1.046935
TCGA-A7-A0CH-01A;0.8007920000000001;1.6503720000000002;0.8370989999999999
TCGA-A7-A0CH-11A;0.61758;0.46087;0.259827
TCGA-A7-A0CJ-01A;1.688493;2.429008;1.715816
TCGA-A7-A0D9-01A;1.851031;0.8190029999999999;0.585025
TCGA-A7-A0D9-11A;0.5434479999999999;0.100039;0.192917
TCGA-A7-A0DA-01A;1.9365259999999997;2.050965;1.809655
TCGA-A7-A0DB-01A;1.11484;1.600423;0.710884
TCGA-A7-A0DB-11A;0.54972;0.658596;0.58106
TCGA-A7-A13D-01A;2.853498;3.738056;3.7584
TCGA-A7-A13E-01A;2.760214;3.039876;3.7722589999999996
TCGA-A7-A13E-11A;0.662058;0.161451;0.382231
TCGA-A7-A13F-01A;1.116685;3.328587;2.346156
TCGA-A7-A13F-11A;0.796567;0.221302;0.225262
TCGA-A7-A13G-11A;0.436775;0.033734;0.17739100000000002
TCGA-A7-A13H-01A;1.2166489999999999;0.918417;0.572671
TCGA-A7-A26E-01A;0.8543139999999999;1.9620119999999999;1.115892
TCGA-A7-A26G-01A;1.90672;2.470886;1.889517
TCGA-A7-A26H-01A;0.751905;2.276216;1.33065
TCGA-A7-A26J-01A;1.423541;2.468332;1.6833810000000002
TCGA-A7-A2KD-01A;1.3437540000000001;2.209582;4.176408
TCGA-A7-A3IY-01A;0.616003;1.055635;0.938494
TCGA-A7-A3IZ-01A;1.428417;2.0605740000000003;1.7453580000000002
TCGA-A7-A3J0-01A;0.746271;1.2507540000000001;1.6839790000000001
TCGA-A7-A3J1-01A;1.2441719999999998;0.953118;0.613941
TCGA-A7-A3RF-01A;0.9449209999999999;0.5218510000000001;0.524446
TCGA-A7-A425-01A;1.080639;1.855591;0.93147
TCGA-A7-A426-01A;1.105915;0.98618;0.593004
TCGA-A7-A4SA-01A;2.4444220000000003;1.5560610000000001;1.314681
TCGA-A7-A4SB-01A;1.390205;1.901372;0.870027
TCGA-A7-A4SC-01A;1.5130059999999999;1.230881;0.692908
TCGA-A7-A4SD-01A;2.525966;2.686868;2.43001
TCGA-A7-A4SE-01A;1.856396;3.010631;2.057982
TCGA-A7-A4SF-01A;2.433014;2.294675;2.216098
TCGA-A7-A56D-01A;0.433022;1.440555;0.933212
TCGA-A7-A5ZV-01A;1.5865360000000002;2.365702;1.9140139999999999
TCGA-A7-A5ZW-01A;0.876885;0.68121;0.566567
TCGA-A7-A5ZX-01A;0.8358620000000001;0.480786;0.22002399999999997
TCGA-A7-A6VV-01A;1.6511799999999999;2.263561;2.412128
TCGA-A7-A6VW-01A;2.9899560000000003;3.064206;2.68961
TCGA-A7-A6VX-01A;1.5435649999999999;2.5416529999999997;1.304875
TCGA-A7-A6VY-01A;1.590142;3.2919379999999996;2.690598
TCGA-A8-A06N-01A;1.296824;1.346056;1.0830440000000001
TCGA-A8-A06O-01A;1.827019;3.154025;2.5807130000000003
TCGA-A8-A06P-01A;0.528385;0.8492569999999999;0.6356510000000001
TCGA-A8-A06Q-01A;2.000743;2.776982;2.060237
TCGA-A8-A06R-01A;2.285848;1.6975049999999998;1.3578729999999999
TCGA-A8-A06X-01A;2.518971;2.021561;2.508637
TCGA-A8-A06Y-01A;1.127334;1.595975;0.784439
TCGA-A8-A06Z-01A;0.764227;1.860652;1.308226
TCGA-A8-A075-01A;1.8054700000000001;2.705534;2.121254
TCGA-A8-A076-01A;2.4784330000000003;2.438915;1.523277
TCGA-A8-A079-01A;1.552281;2.930819;2.447307
TCGA-A8-A07B-01A;1.248567;1.906624;2.835137
TCGA-A8-A07C-01A;2.4300740000000003;4.319044;3.5170760000000003
TCGA-A8-A07F-01A;1.907043;2.519288;1.717075
TCGA-A8-A07G-01A;0.6035699999999999;1.4172040000000001;0.7176680000000001
TCGA-A8-A07I-01A;2.486765;2.7932330000000003;1.546211
TCGA-A8-A07J-01A;0.583849;0.562317;0.346366
TCGA-A8-A07L-01A;2.279301;2.045261;2.394546
TCGA-A8-A07O-01A;1.962107;4.135112;2.880388
TCGA-A8-A07P-01A;0.7950689999999999;1.342254;0.8891379999999999
TCGA-A8-A07R-01A;2.156085;3.6289339999999997;4.1631800000000005
TCGA-A8-A07S-01A;0.912367;2.234328;1.276692
TCGA-A8-A07U-01A;2.2411779999999997;2.281314;3.4924910000000002
TCGA-A8-A07W-01A;2.014569;2.4747310000000002;2.3136919999999996
TCGA-A8-A07Z-01A;1.0449680000000001;1.928705;1.3744530000000001
TCGA-A8-A081-01A;2.187872;3.104873;2.418891
TCGA-A8-A083-01A;0.619005;0.47211899999999996;0.416579
TCGA-A8-A085-01A;0.8804649999999999;2.322363;2.187867
TCGA-A8-A086-01A;1.2194770000000001;1.859009;1.778892
TCGA-A8-A08A-01A;0.90602;1.4857989999999999;0.49285200000000007
TCGA-A8-A08B-01A;1.5788010000000001;3.4416949999999997;2.772116
TCGA-A8-A08C-01A;0.697278;1.4746629999999998;0.6366229999999999
TCGA-A8-A08G-01A;1.038082;2.390678;1.8913419999999999
TCGA-A8-A08H-01A;1.138365;1.7034919999999998;1.641703
TCGA-A8-A08I-01A;1.221969;2.151873;1.172562
TCGA-A8-A08J-01A;2.644367;2.2144150000000002;1.72932
TCGA-A8-A08L-01A;2.423437;3.4200809999999997;2.741677
TCGA-A8-A08O-01A;1.022035;1.49662;1.5699100000000001
TCGA-A8-A08P-01A;2.053833;3.082;2.369769
TCGA-A8-A08R-01A;2.384262;3.891581;3.6864160000000004
TCGA-A8-A08T-01A;1.0463149999999999;1.42929;0.854676
TCGA-A8-A08X-01A;3.114982;2.990037;2.957291
TCGA-A8-A08Z-01A;0.71426;1.586415;1.397518
TCGA-A8-A090-01A;1.160458;2.213478;1.51052
TCGA-A8-A092-01A;2.876134;3.5003589999999996;2.765736
TCGA-A8-A094-01A;1.581405;2.1912380000000002;2.680259
TCGA-A8-A095-01A;1.905693;3.178625;1.976675
TCGA-A8-A096-01A;0.707734;1.728737;1.2885030000000002
TCGA-A8-A097-01A;1.698751;2.495317;2.268448
TCGA-A8-A099-01A;0.832153;1.819864;0.988671
TCGA-A8-A09A-01A;2.028923;1.335459;1.3313979999999999
TCGA-A8-A09B-01A;1.209424;1.9300419999999998;1.1683270000000001
TCGA-A8-A09D-01A;1.6456490000000001;1.344143;3.229717
TCGA-A8-A09G-01A;2.084047;2.726713;1.86375
TCGA-A8-A09M-01A;1.584339;2.121291;1.749161
TCGA-A8-A09N-01A;1.3595540000000002;2.0630490000000004;2.4574290000000003
TCGA-A8-A09Q-01A;1.710011;1.804627;1.777811
TCGA-A8-A09R-01A;1.926031;2.024696;1.084015
TCGA-A8-A09T-01A;1.0068;1.682396;1.6434119999999999
TCGA-A8-A09V-01A;0.9752780000000001;1.3417350000000001;0.850266
TCGA-A8-A09W-01A;1.724595;2.641514;1.8895099999999998
TCGA-A8-A09X-01A;2.200583;2.675365;1.8757560000000002
TCGA-A8-A09Z-01A;0.505534;1.6454229999999999;0.870361
TCGA-A8-A0A1-01A;0.8415879999999999;1.790123;1.142417
TCGA-A8-A0A2-01A;0.8959590000000001;1.337289;0.7955260000000001
TCGA-A8-A0A4-01A;1.137161;1.7959209999999999;1.354518
TCGA-A8-A0A6-01A;0.772386;1.22774;0.649838
TCGA-A8-A0A7-01A;1.516371;2.024223;1.059632
TCGA-A8-A0A9-01A;1.314101;2.019498;1.4744700000000002
TCGA-A8-A0AB-01A;1.7116790000000002;2.8980639999999998;1.7512990000000002
TCGA-A8-A0AD-01A;0.9718;1.820588;0.8669379999999999
TCGA-AC-A23C-01A;1.065076;2.202299;1.50945
TCGA-AC-A23E-01A;0.639977;1.270583;0.9356209999999999
TCGA-AC-A23G-01A;0.814746;1.335329;0.74251
TCGA-AC-A23H-01A;1.6490939999999998;2.925032;2.0557689999999997
TCGA-AC-A23H-11A;0.653408;0.385612;0.264085
TCGA-AC-A2B8-01A;1.024804;1.531896;0.9562879999999999
TCGA-AC-A2BK-01A;4.028914;3.5059989999999996;3.225537
TCGA-AC-A2BM-01A;1.693328;2.375438;1.81138
TCGA-AC-A2FB-01A;0.983334;1.316335;1.006404
TCGA-AC-A2FB-11A;0.674365;0.215333;0.251708
TCGA-AC-A2FE-01A;0.9948389999999999;1.342067;1.0029350000000001
TCGA-AC-A2FF-01A;1.4114790000000002;1.1186639999999999;1.081049
TCGA-AC-A2FF-11A;1.161706;1.138059;0.9739190000000001
TCGA-AC-A2FG-01A;0.950966;1.1462860000000001;0.540706
TCGA-AC-A2FK-01A;1.209674;0.229498;0.15707000000000002
TCGA-AC-A2FM-01A;1.344741;1.395289;1.356922
TCGA-AC-A2FO-01A;1.0907850000000001;0.765532;0.640578
TCGA-AC-A2QI-01A;0.989859;0.810517;0.45878
TCGA-AC-A2QJ-01A;0.6240979999999999;1.177917;0.615112
TCGA-AC-A3BB-01A;1.28652;0.747311;0.66952
TCGA-AC-A3EH-01A;1.19087;1.3090979999999999;1.062868
TCGA-AC-A3HN-01A;0.9154180000000001;1.336468;0.910409
TCGA-AC-A3QP-01A;0.753976;0.517588;0.22273400000000002
TCGA-AC-A3TM-01A;0.820672;2.10925;1.138067
TCGA-AC-A3TN-01A;0.487679;0.887214;0.440666
TCGA-AC-A3W5-01A;2.172895;1.841309;1.3291
TCGA-AC-A3W6-01A;1.401016;1.458567;0.975822
TCGA-AC-A3W7-01A;1.292225;1.01581;0.666454
TCGA-AC-A3YI-01A;1.252259;0.830443;0.45923500000000006
TCGA-AC-A3YJ-01A;0.6537729999999999;0.714689;0.299534
TCGA-AC-A4ZE-01A;1.8570659999999999;1.871723;1.0468819999999999
TCGA-AC-A5EH-01A;2.313686;1.7027299999999999;1.123997
TCGA-AC-A5XS-01A;1.456859;1.7585259999999998;1.236925
TCGA-AC-A5XU-01A;1.532514;1.939232;1.0314940000000001
TCGA-AC-A62V-01A;0.372736;2.382873;2.108866
TCGA-AC-A62X-01A;3.314582;2.744504;2.188695
TCGA-AC-A62Y-01A;0.749729;1.505623;0.655303
TCGA-AC-A6IV-01A;1.3946399999999999;1.310441;1.173031
TCGA-AC-A6IW-01A;1.926922;2.804558;2.312568
TCGA-AC-A6IX-01A;1.54782;1.433023;0.7414609999999999
TCGA-AC-A6IX-06A;1.241681;1.521451;1.072883
TCGA-AC-A6NO-01A;1.6716;2.3279099999999997;1.5046979999999999
TCGA-AC-A7VB-01A;1.88845;2.7450669999999997;2.261285
TCGA-AC-A7VC-01A;1.629332;2.284409;1.488675
TCGA-AC-A8OP-01A;1.461925;1.361744;0.8869950000000001
TCGA-AC-A8OQ-01A;2.6505099999999997;3.6036940000000004;2.984326
TCGA-AC-A8OR-01A;0.939484;0.770033;0.649702
TCGA-AC-A8OS-01A;1.111834;0.617989;0.476545
TCGA-AN-A03X-01A;0.893033;1.5759729999999998;1.166844
TCGA-AN-A03Y-01A;1.283258;3.004675;1.7006580000000002
TCGA-AN-A041-01A;1.566273;1.5205799999999998;1.503036
TCGA-AN-A046-01A;0.901725;1.540724;0.787493
TCGA-AN-A049-01A;0.780643;2.2541700000000002;1.114005
TCGA-AN-A04A-01A;0.703229;1.929777;1.502758
TCGA-AN-A04C-01A;3.7671949999999996;2.644238;2.431857
TCGA-AN-A04D-01A;3.45371;3.928268;3.026087
TCGA-AN-A0AJ-01A;3.538375;3.8536870000000003;5.285302
TCGA-AN-A0AK-01A;2.088501;3.1808110000000003;2.472391
TCGA-AN-A0AL-01A;1.207934;3.095925;2.1581200000000003
TCGA-AN-A0AM-01A;0.9277860000000001;2.688247;2.213085
TCGA-AN-A0AR-01A;3.782369;1.821748;3.8357379999999996
TCGA-AN-A0AS-01A;0.826407;0.804934;1.213968
TCGA-AN-A0AT-01A;2.299782;3.966505;4.327659
TCGA-AN-A0FD-01A;0.82911;1.22256;0.8932829999999999
TCGA-AN-A0FF-01A;0.914709;2.078926;1.41698
TCGA-AN-A0FJ-01A;2.974398;2.540134;2.677167
TCGA-AN-A0FK-01A;1.0464209999999998;2.256775;1.137307
TCGA-AN-A0FL-01A;0.924516;1.9747;2.4496450000000003
TCGA-AN-A0FN-01A;0.7644529999999999;1.024276;0.718057
TCGA-AN-A0FS-01A;1.0824280000000002;1.6915580000000001;0.936235
TCGA-AN-A0FT-01A;1.13273;1.569392;0.905958
TCGA-AN-A0FV-01A;2.227449;1.744052;1.3789420000000001
TCGA-AN-A0FW-01A;1.3620709999999998;2.117742;0.402248
TCGA-AN-A0FX-01A;1.4450100000000001;2.596227;2.19696
TCGA-AN-A0FY-01A;1.7903810000000002;2.343191;2.1579610000000002
TCGA-AN-A0FZ-01A;2.726586;1.098977;1.722086
TCGA-AN-A0G0-01A;2.093672;4.032118;3.130077
TCGA-AN-A0XL-01A;1.240272;1.426626;0.84411
TCGA-AN-A0XN-01A;0.841533;1.941543;1.090392
TCGA-AN-A0XO-01A;1.028742;2.053787;1.128863
TCGA-AN-A0XP-01A;1.030778;1.379683;0.592352
TCGA-AN-A0XR-01A;1.204982;2.181837;1.681904
TCGA-AN-A0XS-01A;1.32465;0.7219140000000001;0.598327
TCGA-AN-A0XT-01A;1.262722;0.852281;0.646334
TCGA-AN-A0XU-01A;1.851432;3.859429;3.493727
TCGA-AN-A0XV-01A;1.239041;1.392309;1.261075
TCGA-AN-A0XW-01A;1.095491;2.142182;1.776328
TCGA-AO-A03L-01A;1.513534;2.8326990000000003;2.188375
TCGA-AO-A03O-01A;1.883591;3.026559;2.6514860000000002
TCGA-AO-A03P-01A;1.104798;2.1404650000000003;1.821137
TCGA-AO-A03R-01A;1.40236;2.069474;1.534414
TCGA-AO-A03T-01A;1.150937;0.9752870000000001;1.061558
TCGA-AO-A03V-01A;1.126403;0.859656;1.2878690000000002
TCGA-AO-A0J2-01A;2.2166770000000002;3.262691;2.590173
TCGA-AO-A0J3-01A;1.6453970000000002;1.786991;1.390221
TCGA-AO-A0J4-01A;1.466409;3.233168;2.370501
TCGA-AO-A0J6-01A;1.194648;2.766972;3.1370150000000003
TCGA-AO-A0J7-01A;1.2681790000000002;2.61322;2.023156
TCGA-AO-A0J8-01A;0.8562219999999999;1.436134;0.686395
TCGA-AO-A0J9-01A;1.239937;1.555057;0.8863620000000001
TCGA-AO-A0JA-01A;1.272009;2.327705;1.651468
TCGA-AO-A0JB-01A;0.865142;0.975767;0.6893
TCGA-AO-A0JC-01A;0.5412319999999999;1.164282;0.918884
TCGA-AO-A0JD-01A;1.545828;3.5170019999999997;2.469067
TCGA-AO-A0JE-01A;1.561758;2.669778;2.007425
TCGA-AO-A0JF-01A;0.7812399999999999;1.1382700000000001;0.695886
TCGA-AO-A0JG-01A;1.338125;0.6830510000000001;0.526675
TCGA-AO-A0JJ-01A;0.5635060000000001;1.8118400000000001;1.318381
TCGA-AO-A0JL-01A;4.093262999999999;1.22364;1.8356990000000002
TCGA-AO-A0JM-01A;1.462964;2.748909;2.2427509999999997
TCGA-AO-A124-01A;2.101306;4.050142;3.058579
TCGA-AO-A125-01A;1.5039850000000001;1.359686;0.6244529999999999
TCGA-AO-A126-01A;1.8758110000000001;0.6522680000000001;0.41880100000000003
TCGA-AO-A128-01A;1.1156549999999998;3.042389;2.2997360000000002
TCGA-AO-A129-01A;2.499971;3.703992;3.566442
TCGA-AO-A12A-01A;1.0312219999999999;1.522748;1.159016
TCGA-AO-A12B-01A;0.655131;1.189524;0.655638
TCGA-AO-A12C-01A;0.766468;0.7707069999999999;0.726278
TCGA-AO-A12D-01A;2.555094;1.728548;1.3483040000000002
TCGA-AO-A12E-01A;0.875556;2.328545;1.554745
TCGA-AO-A12F-01A;3.8889089999999995;3.551282;2.93427
TCGA-AO-A12G-01A;0.937841;1.246039;0.846464
TCGA-AO-A12H-01A;0.663279;0.657345;0.6919420000000001
TCGA-AO-A1KO-01A;0.864609;0.493647;0.280711
TCGA-AO-A1KP-01A;1.777332;2.263893;1.760187
TCGA-AO-A1KQ-01A;1.635106;2.6354130000000002;2.210934
TCGA-AO-A1KR-01A;2.27294;3.20458;3.059041
TCGA-AO-A1KS-01A;1.8131700000000002;2.55183;2.183224
TCGA-AO-A1KT-01A;1.8600150000000002;2.46624;1.924007
TCGA-AQ-A04J-01A;2.322077;2.876754;2.3486130000000003
TCGA-AQ-A1H2-01A;0.777726;0.942536;0.6670550000000001
TCGA-AQ-A1H3-01A;0.721425;2.0752990000000002;1.388172
TCGA-AQ-A54N-01A;1.791508;2.2828619999999997;1.56487
TCGA-AQ-A54O-01A;1.453847;1.155038;0.781563
TCGA-AQ-A7U7-01A;1.2094790000000002;1.636144;1.191923
TCGA-AR-A0TP-01A;1.3934520000000001;3.127032;2.003857
TCGA-AR-A0TQ-01A;2.298824;1.945829;2.479542
TCGA-AR-A0TR-01A;0.42788699999999996;0.498989;0.362202
TCGA-AR-A0TS-01A;2.207806;3.065089;2.7622880000000003
TCGA-AR-A0TT-01A;2.379197;1.458364;1.767712
TCGA-AR-A0TU-01A;3.214179;4.166348;4.128299
TCGA-AR-A0TV-01A;0.986426;2.539443;2.401041
TCGA-AR-A0TW-01A;0.44168100000000005;1.273478;1.6748290000000001
TCGA-AR-A0TX-01A;1.633364;1.8466580000000001;1.511818
TCGA-AR-A0TY-01A;3.532443;2.538323;2.5666279999999997
TCGA-AR-A0TZ-01A;1.921687;2.797771;2.846838
TCGA-AR-A0U0-01A;2.221206;2.942193;2.656054
TCGA-AR-A0U2-01A;2.911187;3.3674470000000003;3.9001690000000004
TCGA-AR-A0U3-01A;1.44143;2.759218;2.257995
TCGA-AR-A0U4-01A;1.147394;3.690779;2.840263
TCGA-AR-A1AH-01A;2.16817;4.403401000000001;3.8589059999999997
TCGA-AR-A1AI-01A;2.4764150000000003;3.624579;3.7750160000000004
TCGA-AR-A1AJ-01A;2.0889450000000003;3.4582879999999996;3.143856
TCGA-AR-A1AK-01A;1.4004159999999999;2.2046580000000002;1.9681369999999998
TCGA-AR-A1AL-01A;1.228855;1.4362489999999999;1.022794
TCGA-AR-A1AM-01A;1.704418;0.619568;0.45183100000000004
TCGA-AR-A1AN-01A;0.723511;1.2341950000000002;0.809879
TCGA-AR-A1AO-01A;2.1532080000000002;2.080204;1.6476400000000002
TCGA-AR-A1AP-01A;1.1630129999999999;1.8153240000000002;1.401935
TCGA-AR-A1AQ-01A;1.854852;3.0383869999999997;4.079065
TCGA-AR-A1AR-01A;1.425215;2.083143;3.6117779999999997
TCGA-AR-A1AS-01A;1.3759059999999999;2.585674;1.6826889999999999
TCGA-AR-A1AT-01A;1.309288;2.296008;2.201749
TCGA-AR-A1AU-01A;1.067005;1.2965389999999999;1.244476
TCGA-AR-A1AV-01A;0.891858;2.025772;1.292791
TCGA-AR-A1AW-01A;1.5929309999999999;2.279102;1.925914
TCGA-AR-A1AX-01A;1.238777;1.962078;1.907399
TCGA-AR-A1AY-01A;2.3161509999999996;3.853583;4.452557
TCGA-AR-A24H-01A;2.0201599999999997;2.62094;2.939834
TCGA-AR-A24K-01A;1.01851;3.115307;2.208489
TCGA-AR-A24L-01A;1.1359920000000001;2.083862;1.708908
TCGA-AR-A24M-01A;0.608152;1.849005;0.8482280000000001
TCGA-AR-A24N-01A;0.879922;3.120463;1.9653720000000001
